package,import_name,layer,framework,down_pkgs,gh_downstream,woc_downstream,comb_downstream
tensorgram,tensorgram,2,tensorflow,0,0,0,0
musket-core,musket_core,2,tensorflow,4,0,15,15
tensorflow-serving-api-gpu,,2,tensorflow,1,0,0,0
covid-vision,covid_vision,2,tensorflow,0,0,2,2
attention-tensorflow-mesh,attention_tensorflow_mesh,2,tensorflow,0,0,0,0
attention-tensorflow-mesh,attention_tensorflow_mesh,3,tensorflow,0,0,0,0
chicksexer-fork,,2,tensorflow,0,0,0,0
roboai-cli,,3,tensorflow,0,0,0,0
NaMAZU,NaMAZU,3,tensorflow,0,0,0,0
DDPG-TF,,2,tensorflow,0,0,0,0
fluffy-server,fluffy,3,tensorflow,0,0,8,8
deluca,deluca,4,tensorflow,0,0,11,11
crossedwires,crossedwires,3,tensorflow,0,0,1,1
crossedwires,crossedwires,2,tensorflow,0,0,1,1
eeg2gnnbeta,,2,tensorflow,0,0,0,0
augmix-tf,augmix,2,tensorflow,0,0,11,11
augmix-tf,augmix,3,tensorflow,0,0,11,11
peak-finder,,2,tensorflow,0,0,0,0
PP-profiler,,2,tensorflow,0,0,0,0
vcap-utils,vcap_utils,3,tensorflow,0,0,3,3
condolence-models,condolence_models,4,tensorflow,0,0,1,1
pymltoolkit,mltk,2,tensorflow,4,0,23,23
worin,worin,2,tensorflow,0,1,1,2
english-asr,english_asr,2,tensorflow,0,0,0,0
pytfl,teamFormationLibrary,2,tensorflow,0,0,0,0
ChronoNLP,Chrono,2,tensorflow,0,0,15,15
MiSiC,MiSiC,2,tensorflow,1,0,3,3
scikit-keras,skkeras,2,tensorflow,0,4,2,6
tfserve,tfserve,2,tensorflow,0,4,7,10
colorizexl,colorizexl,2,tensorflow,0,0,1,1
tf-fastmri-data,tf_fastmri_data,2,tensorflow,0,1,3,3
tf-fastmri-data,tf_fastmri_data,3,tensorflow,0,1,3,3
THE-profiler,,2,tensorflow,0,0,0,0
facenet,,2,tensorflow,0,0,0,0
TimeSeriesInterpretorRNN,TimeSeriesInterpretorRNN,2,tensorflow,0,0,0,0
deepbrain,deepbrain,2,tensorflow,1,8,31,35
pyemits,,2,tensorflow,0,0,0,0
hexfarm,hexfarm,2,tensorflow,0,0,1,1
dj-kaggle-pipeline,KagglePipeline,2,tensorflow,0,0,1,1
euler-gl,,2,tensorflow,0,0,0,0
boxsers,boxsers,2,tensorflow,0,0,0,0
cadl,cadl,2,tensorflow,0,2,13,15
cadl,cadl,3,tensorflow,0,2,13,15
embedeval,embedeval,2,tensorflow,0,0,1,1
mltest,mltest,2,tensorflow,0,1,13,14
mercurius,mercurius,2,tensorflow,0,0,8,8
linked-neurons,linked_neurons,2,tensorflow,0,0,1,1
dronesearch,dronesearch,2,tensorflow,0,0,1,1
pre-reco-utils,reco_utils,2,tensorflow,0,0,65,65
igel,,3,tensorflow,0,0,0,0
tf-crf-layer,tf_crf_layer,2,tensorflow,4,0,11,11
tf-crf-layer,tf_crf_layer,3,tensorflow,4,0,11,11
monk-keras-cpu-test,,2,tensorflow,0,0,0,0
dm-sonnet-gpu,sonnet,2,tensorflow,0,566,1558,1999
perceptilabs-gpu,perceptilabs,2,tensorflow,0,0,0,0
perceptilabs-gpu,perceptilabs,3,tensorflow,0,0,0,0
BioNAS,BioNAS,2,tensorflow,0,0,4,4
wormpose,wormpose,2,tensorflow,0,0,2,2
keras-openmax,Openmax,2,tensorflow,0,0,0,0
hopstools,hopstools,2,tensorflow,0,0,0,0
hopstools,hopstools,4,tensorflow,0,0,0,0
gan-recover-image,gan_recover_image,2,tensorflow,0,0,0,0
pytorch-es,pytorch_es,2,tensorflow,0,0,8,8
AutoQAI,quantum,2,tensorflow,0,0,165,165
huasca,huasca,2,tensorflow,0,0,1,1
miscnn-TF-2.0,,2,tensorflow,0,0,0,0
easierSDK,easierSDK,2,tensorflow,0,0,0,0
proglearn,proglearn,2,tensorflow,0,3,8,9
pycomlink,pycomlink,2,tensorflow,0,1,2,3
ds-gear,dsg,2,tensorflow,0,1,7,8
Da-Ponz,da_ponz,2,tensorflow,0,0,0,0
nfp,nfp,2,tensorflow,1,1,24,24
capreolus,capreolus,2,tensorflow,0,0,3,3
capreolus,capreolus,3,tensorflow,0,0,3,3
deeplabcut-live,dlclive,2,tensorflow,1,3,7,8
antinex-utils,antinex_utils,2,tensorflow,1,5,3,6
sizif,sizif,3,tensorflow,0,0,1,1
mlbazaar,,3,tensorflow,0,0,0,0
mlbazaar,,4,tensorflow,0,0,0,0
automated-walk-bike-counter,automated_walk_bike_counter,2,tensorflow,0,0,1,1
witwidget-gpu,,2,tensorflow,0,0,0,0
witwidget-gpu,,3,tensorflow,0,0,0,0
scCODA,sccoda,2,tensorflow,0,2,2,4
scCODA,sccoda,3,tensorflow,0,2,2,4
magenta,magenta,4,tensorflow,3,0,461,461
magenta,magenta,2,tensorflow,3,0,461,461
magenta,magenta,3,tensorflow,3,0,461,461
sng,sng,2,tensorflow,0,3,7,9
azuremlftk,ftk,2,tensorflow,0,0,6,6
kagglerecipes,kagglerecipes,2,tensorflow,0,0,0,0
ucnn,ucnn,2,tensorflow,0,0,1,1
cooptools,cooptools,2,tensorflow,2,0,0,0
qrmine,qrmine,3,tensorflow,0,0,1,1
qrmine,qrmine,2,tensorflow,0,0,1,1
foggy,foggy,2,tensorflow,0,0,2,2
playtest,playtest,2,tensorflow,0,2,10,10
pcmf,,2,tensorflow,0,0,0,0
cardea,cardea,3,tensorflow,0,0,2,2
cardea,cardea,4,tensorflow,0,0,2,2
tensorflow-model-analysis,tensorflow_model_analysis,2,tensorflow,11,0,191,191
tensorflow-model-analysis,tensorflow_model_analysis,3,tensorflow,11,0,191,191
ImpactLearning,ImpactLearning,2,tensorflow,0,0,0,0
das2,,2,tensorflow,0,0,0,0
tfds-korean,tfds_korean,2,tensorflow,0,4,0,4
demyst-analytics,demyst,2,tensorflow,0,0,2,2
graphpipe-tf,,2,tensorflow,0,0,0,0
tensorflow-lattice,tensorflow_lattice,2,tensorflow,0,0,14,14
cooka,cooka,3,tensorflow,0,0,1,1
spike-explainability,,3,tensorflow,0,0,0,0
deep-ner,deep_ner,2,tensorflow,0,0,5,5
spacekit,spacekit,2,tensorflow,0,0,2,2
cde,cde,2,tensorflow,0,0,17,17
cde,cde,3,tensorflow,0,0,17,17
konlp,konlp,2,tensorflow,0,0,8,8
ml-idm,ml_idm,3,tensorflow,0,0,0,0
terra-colab,terra_colab,2,tensorflow,0,0,0,0
simplebert,simplebert,2,tensorflow,0,0,0,0
mpi4tf,,2,tensorflow,0,0,0,0
hyperactive,hyperactive,2,tensorflow,3,7,7,13
hyperactive,hyperactive,3,tensorflow,3,7,7,13
nosypy,nosypy,2,tensorflow,0,0,0,0
layer-client,layer_client,2,tensorflow,1,0,0,0
dnnviewer,dnnviewer,2,tensorflow,0,0,1,1
asreview-covid19,,3,tensorflow,0,0,0,0
fer,fer,2,tensorflow,2,106,145,238
semanticseg,,2,tensorflow,0,0,0,0
levatas-alira,alira,3,tensorflow,0,0,0,0
c3-toolset,c3,2,tensorflow,0,0,59,59
weightwatcher,weightwatcher,2,tensorflow,0,0,4,4
visualdata,visualdata,2,tensorflow,0,0,2,2
hotWater,hotWater,2,tensorflow,0,0,1,1
aspect-based-sentiment-analysis,aspect_based_sentiment_analysis,2,tensorflow,0,22,8,29
frapi,frapi,3,tensorflow,0,0,3,3
frapi,frapi,2,tensorflow,0,0,3,3
alphafold,alphafold,2,tensorflow,0,1,1,2
transformers-keras-dataloader,,2,tensorflow,0,0,0,0
deepoc,deepoc,2,tensorflow,0,0,2,2
streamlit,streamlit,2,tensorflow,43,0,16855,16855
gradient-centralization-tf,gctf,2,tensorflow,0,1,6,7
summit,,2,tensorflow,0,0,0,0
deepsig-dist,,2,tensorflow,0,0,0,0
proviso,proviso,3,tensorflow,1,1,1,2
proviso,proviso,2,tensorflow,1,1,1,2
WordEmbed,,2,tensorflow,0,0,0,0
morpheus-astro,morpheus,2,tensorflow,0,0,28,28
model-vis,graph_visualization,2,tensorflow,0,0,11,11
automatic-speech-recognition,automatic_speech_recognition,2,tensorflow,0,2,9,10
tensorflow-decision-forests,tensorflow_decision_forests,2,tensorflow,0,0,0,0
deepsig-biocomp,deepsig,2,tensorflow,0,0,0,0
imdex,imdex,2,tensorflow,0,0,1,1
idtrackerai,idtrackerai,2,tensorflow,1,0,10,10
idtrackerai,idtrackerai,4,tensorflow,1,0,10,10
rankfields,ranking_phase_fields,2,tensorflow,0,0,1,1
deepstack,deepstack,2,tensorflow,0,3,26,28
tf-data-athena,tf_data_athena,2,tensorflow,0,0,1,1
notedrive,notedrive,2,tensorflow,3,0,7,7
malaya,malaya,2,tensorflow,2,29,26,42
malaya,malaya,3,tensorflow,2,29,26,42
topicmodels,topicmodels,2,tensorflow,0,0,27,27
bam-intp,bam,3,tensorflow,0,0,130,130
bam-intp,bam,2,tensorflow,0,0,130,130
heareval,heareval,2,tensorflow,0,0,0,0
atlalign,atlalign,3,tensorflow,0,1,0,1
atlalign,atlalign,2,tensorflow,0,1,0,1
appzoo,appzoo,3,tensorflow,0,2,2,3
misas,misas,2,tensorflow,0,0,0,0
tfnlu,tfnlu,2,tensorflow,1,1,1,2
tfnlu,tfnlu,3,tensorflow,1,1,1,2
isnude,isnude,2,tensorflow,0,0,0,0
Influenciae,influenciae,2,tensorflow,0,0,0,0
sfaira,sfaira,2,tensorflow,1,0,2,2
pynipt-plugin-uncch-core,uncch_core,3,tensorflow,1,0,0,0
qfragment,qfragment,2,tensorflow,0,2,3,5
nwae,nwae,2,tensorflow,0,0,4,4
nwae,nwae,3,tensorflow,0,0,4,4
ismlldataset,ismlldataset,2,tensorflow,0,0,0,0
ismlldataset,ismlldataset,3,tensorflow,0,0,0,0
SixAdsDS,sixadsml,2,tensorflow,0,0,0,0
objectdetection,,2,tensorflow,0,0,0,0
hcai-nova-server,nova_server,2,tensorflow,0,0,0,0
deep-svdd,dsvdd,2,tensorflow,0,0,3,3
convert-labse-tf-pt,,2,tensorflow,0,0,0,0
anyrl,anyrl,2,tensorflow,0,14,58,65
prose,prose,2,tensorflow,0,2,5,7
commonMethods-zhaozl,commonMethods_zhaozl,2,tensorflow,0,0,0,0
wf-smcmodel-localize,smcmodel_localize,3,tensorflow,1,1,1,2
wf-smcmodel-localize,smcmodel_localize,2,tensorflow,1,1,1,2
imbDRL,imbDRL,2,tensorflow,0,1,2,3
keras-crf,keras_crf,3,tensorflow,0,0,4,4
keras-crf,keras_crf,2,tensorflow,0,0,4,4
deepbgc,deepbgc,2,tensorflow,0,0,1,1
rhme,rhme,2,tensorflow,0,0,2,2
job-offer-classifier,job_offer_classifier,2,tensorflow,0,0,0,0
mesmerize,mesmerize,2,tensorflow,0,0,2,2
MicroTokenizer,MicroTokenizer,3,tensorflow,1,5,7,9
mantis-ml,mantis_ml,2,tensorflow,0,0,2,2
cvae,cvae,2,tensorflow,0,2,83,85
GhalatML,,3,tensorflow,0,0,0,0
pernaf,pernaf,2,tensorflow,0,0,4,4
skil,skil,2,tensorflow,0,6,6,11
deepmodels,deepmodels,2,tensorflow,0,0,14,14
scbean,scbean,2,tensorflow,0,3,0,3
pypuf,pypuf,2,tensorflow,0,2,6,7
monitaur,monitaur,2,tensorflow,0,0,0,0
monitaur,monitaur,3,tensorflow,0,0,0,0
picasso-viz,picasso,2,tensorflow,0,0,115,115
picasso-viz,picasso,3,tensorflow,0,0,115,115
mikuni-pkg,,2,tensorflow,0,0,0,0
airontools,airontools,2,tensorflow,0,1,0,1
tf-attention-layer,tf_attention_layer,3,tensorflow,4,0,6,6
tf-attention-layer,tf_attention_layer,2,tensorflow,4,0,6,6
sctreeshap,,2,tensorflow,0,0,0,0
pyDSlib,pyDSlib,2,tensorflow,0,0,1,1
nlpia,nlpia,2,tensorflow,1,0,26,26
ganondorf,,2,tensorflow,0,0,0,0
ganondorf,,3,tensorflow,0,0,0,0
microquake,,2,tensorflow,0,0,0,0
face-mask-detector,face_mask_detector,2,tensorflow,0,1,3,4
calamari-ocr,calamari_ocr,2,tensorflow,3,0,12,12
calamari-ocr,calamari_ocr,3,tensorflow,3,0,12,12
pangsitpy,pangsitpy,2,tensorflow,0,1,1,2
smorfinder,smorfinder,2,tensorflow,0,0,1,1
neural-studio,,2,tensorflow,0,0,0,0
tfrecorder,tfrecorder,3,tensorflow,0,0,10,10
tfrecorder,tfrecorder,2,tensorflow,0,0,10,10
iunets,iunets,3,tensorflow,0,0,1,1
qf-diamond-norm,,3,tensorflow,0,0,0,0
tensorflow-recommenders,tensorflow_recommenders,2,tensorflow,0,60,30,86
fingerflow,fingerflow,2,tensorflow,0,0,0,0
pysoftNLP,pysoftNLP,2,tensorflow,0,0,1,1
mathreader,mathreader,2,tensorflow,0,1,2,3
optimuspyspark,optimus,2,tensorflow,0,0,57,57
processtransformer,processtransformer,2,tensorflow,0,0,0,0
keras-tqdm,keras_tqdm,3,tensorflow,1,0,490,490
anipose,anipose,3,tensorflow,0,0,0,0
at-ml,atml,2,tensorflow,0,0,0,0
attention,,2,tensorflow,0,0,0,0
CAD-Recognition,CAD_Recognition,2,tensorflow,0,0,0,0
CAD-Recognition,CAD_Recognition,3,tensorflow,0,0,0,0
ketos,ketos,2,tensorflow,0,0,6,6
JustCause,justcause,3,tensorflow,0,0,1,1
tensorflow-recommenders-addons-gpu,,2,tensorflow,0,0,0,0
simple-tensorflow-serving,simple_tensorflow_serving,2,tensorflow,0,0,1,1
PyStatsBatteries,PyStatsBatteries,2,tensorflow,0,0,1,1
hipo-map,,2,tensorflow,0,0,0,0
playground,,3,tensorflow,0,4,0,4
playground,,2,tensorflow,0,4,0,4
tfkbnufft,tfkbnufft,2,tensorflow,1,2,3,3
enigmx,,2,tensorflow,0,0,0,0
dualing,dualing,2,tensorflow,0,1,2,2
critical-path,critical_path,2,tensorflow,0,0,3,3
tf-mdp,tfmdp,3,tensorflow,0,1,3,3
tf-mdp,tfmdp,2,tensorflow,0,1,3,3
brainseg,brainseg,3,tensorflow,0,0,0,0
nappo,nappo,3,tensorflow,0,0,1,1
autosegl3,autosegl3,2,tensorflow,0,0,0,0
autosegl3,autosegl3,3,tensorflow,0,0,0,0
GRR-profiler,,2,tensorflow,0,0,0,0
easierai-common-functions,,2,tensorflow,1,0,0,0
bert-text,,2,tensorflow,0,2,0,2
fsds,fsds,3,tensorflow,0,6,9,14
decuen,decuen,2,tensorflow,0,0,1,1
keras-rl2,rl,2,tensorflow,2,132,2216,2325
sagemaker-tensorflow,sagemaker_tensorflow,2,tensorflow,0,0,34,34
machine-learning-datasets,,3,tensorflow,0,0,0,0
machine-learning-datasets,,4,tensorflow,0,0,0,0
troj,,2,tensorflow,0,0,0,0
dashes,,3,tensorflow,0,0,0,0
mammut-py,,2,tensorflow,0,0,0,0
monk-keras-cuda102,,2,tensorflow,0,0,0,0
vikingzero,,2,tensorflow,0,0,0,0
emailme,emailme,3,tensorflow,0,0,9,9
deeplc,deeplc,2,tensorflow,0,3,2,4
das,,3,tensorflow,0,2,0,2
qporcupine,qporcupine,2,tensorflow,0,0,1,1
minapipe1,,3,tensorflow,0,0,0,0
minapipe1,,2,tensorflow,0,0,0,0
DeepSpectrum,deepspectrum,2,tensorflow,0,0,1,1
automlkiller,automlkiller,2,tensorflow,0,0,0,0
canvs-toolbox-canvsUser,canvs_toolbox,2,tensorflow,0,0,0,0
adversarial-friend,AdversarialFriend,2,tensorflow,0,0,0,0
fast-layers,fast_layers,2,tensorflow,0,0,81,81
syft-tensorflow,syft_tensorflow,2,tensorflow,0,8,2,10
halerium,halerium,2,tensorflow,0,0,0,0
Qomolangma,Qomolangma,2,tensorflow,0,0,0,0
winmltools,winmltools,4,tensorflow,0,0,27,27
megnet,megnet,2,tensorflow,0,9,14,20
fa-kit,fa_kit,2,tensorflow,0,0,10,10
twittersentiment,twittersentiment,2,tensorflow,0,0,8,8
KerasModelManager,KerasModelManager,2,tensorflow,0,0,0,0
ChemListem,chemlistem,2,tensorflow,0,0,3,3
python-doctr,doctr,2,tensorflow,0,5,8,13
bavard,bavard,3,tensorflow,0,0,0,0
bavard,bavard,2,tensorflow,0,0,0,0
dsfun,dsfun,2,tensorflow,0,0,1,1
tensionflow,,2,tensorflow,0,0,0,0
jupyter-tensorboard,jupyter_tensorboard,3,tensorflow,0,0,0,0
EQTransformer,EQTransformer,2,tensorflow,2,4,3,7
monk-cpu,monk,2,tensorflow,0,0,51,51
deepbay,DeepBay,2,tensorflow,0,0,1,1
benderthon,benderthon,2,tensorflow,0,1,2,3
nextstep,nextstep,2,tensorflow,0,0,3,3
mcqa-utils,mcqa_utils,3,tensorflow,0,0,3,3
classification-pipeline,classification_pipeline,3,tensorflow,1,0,7,7
keras-data-format-converter,,2,tensorflow,0,0,0,0
Simba-UW-tf-dev,,2,tensorflow,0,0,0,0
multi-input-timeseries-generator,,2,tensorflow,0,0,0,0
noisytest,noisytest,2,tensorflow,0,0,1,1
picsellia-tf1,picsellia_tf1,2,tensorflow,0,0,0,0
all-packages,,3,tensorflow,0,0,0,0
tflibs,tflibs,2,tensorflow,0,2,4,5
sfu-ml-lib,,2,tensorflow,0,0,0,0
Pwml,pwml,2,tensorflow,0,0,1,1
DeepSpectrumLite,deepspectrumlite,2,tensorflow,0,0,0,0
EasyTTS,EasyTTS,3,tensorflow,0,0,0,0
EasyTTS,EasyTTS,2,tensorflow,0,0,0,0
ddpg,,2,tensorflow,0,0,0,0
tftables,tftables,2,tensorflow,0,3,15,18
fringe,fringe,2,tensorflow,0,2,27,29
fairensics,fairensics,4,tensorflow,0,0,0,0
quicklearning,quicklearning,2,tensorflow,0,0,1,1
hypernets,hypernets,2,tensorflow,2,0,8,8
deeptl,deeptl,2,tensorflow,0,0,1,1
tflash,tflash,2,tensorflow,0,0,0,0
spacy-universal-sentence-encoder,spacy_universal_sentence_encoder,2,tensorflow,1,0,6,6
spacy-universal-sentence-encoder,spacy_universal_sentence_encoder,3,tensorflow,1,0,6,6
analytics-mesh,,2,tensorflow,0,0,0,0
tensorboard-plugin-fairness-indicators,tensorboard_plugin_fairness_indicators,3,tensorflow,0,0,3,3
tensorboard-plugin-fairness-indicators,tensorboard_plugin_fairness_indicators,2,tensorflow,0,0,3,3
sunriseces,,2,tensorflow,0,0,0,0
tfjeeves,,2,tensorflow,0,0,0,0
piglab,machinelearning,2,tensorflow,0,0,114,114
nn-tuning-prednet,nn_tuning,2,tensorflow,0,0,0,0
fiteanalytics,fiteanalytics,2,tensorflow,0,0,0,0
dnn-cool,dnn_cool,3,tensorflow,0,0,1,1
cantorProject,cantorProject,2,tensorflow,0,0,0,0
vecto,vecto,2,tensorflow,1,0,19,19
deep-autoviml,deep_autoviml,2,tensorflow,0,0,0,0
deep-autoviml,deep_autoviml,3,tensorflow,0,0,0,0
pynipt-plugin-uncch-camri,uncch_camri,4,tensorflow,0,0,0,0
iqradre,iqradre,2,tensorflow,0,0,1,1
explainaboard,explainaboard,3,tensorflow,0,0,0,0
yolov3,,2,tensorflow,0,0,0,0
distpy,distpy,2,tensorflow,0,0,12,12
nnabla-tf-converter,,2,tensorflow,0,0,0,0
convo5,,3,tensorflow,0,0,0,0
convo5,,2,tensorflow,0,0,0,0
ml-lib,,2,tensorflow,0,0,0,0
pypolarity,pypolarity,3,tensorflow,0,0,0,0
neorl,neorl,2,tensorflow,0,0,1,1
qhbmlib,,2,tensorflow,0,0,0,0
Homevee,Homevee,2,tensorflow,0,0,0,0
aixm-gpu,,2,tensorflow,0,0,0,0
neuronunitopt,neuronunit,3,tensorflow,0,0,27,27
qary,,2,tensorflow,0,0,0,0
chess-cheat,chess-cheat,2,tensorflow,0,0,0,0
kut,,2,tensorflow,0,0,0,0
dltkdl,,2,tensorflow,0,0,0,0
dltkdl,,3,tensorflow,0,0,0,0
solaris,solaris,2,tensorflow,0,26,88,111
embedding-as-service,embedding_as_service,2,tensorflow,0,0,8,8
signal-transformation,signal_transformation,2,tensorflow,1,0,3,3
gaminet,gaminet,2,tensorflow,0,0,2,2
decimer,decimer,2,tensorflow,0,0,0,0
techsig,techsig,2,tensorflow,0,0,0,0
let-me-answer-for-you,let_me_answer_for_you,2,tensorflow,0,0,1,1
let-me-answer-for-you,let_me_answer_for_you,3,tensorflow,0,0,1,1
tfAugmentor,tfAugmentor,2,tensorflow,0,0,3,3
tfne,tfne,2,tensorflow,0,0,1,1
tensorbank-dev,,2,tensorflow,0,0,0,0
abdoconvo,,3,tensorflow,0,0,0,0
abdoconvo,,2,tensorflow,0,0,0,0
tfquaternion,tfquaternion,2,tensorflow,0,2,16,16
FinBrain,,2,tensorflow,0,0,0,0
concha,concha,2,tensorflow,0,0,3,3
verse16,verse16,2,tensorflow,0,0,0,0
batchglm,batchglm,3,tensorflow,1,0,2,2
batchglm,batchglm,2,tensorflow,1,0,2,2
idtrackerai-app,idtrackerai_app,3,tensorflow,1,0,0,0
auto-query-cluster,auto_query_cluster,4,tensorflow,0,0,0,0
nlp-primitives,nlp_primitives,2,tensorflow,0,0,6,6
mneflow,mneflow,2,tensorflow,0,1,1,2
TensorFlowASR,tensorflow_asr,2,tensorflow,0,4,3,5
TensorFlowASR,tensorflow_asr,3,tensorflow,0,4,3,5
langml,langml,2,tensorflow,0,2,0,2
langml,langml,3,tensorflow,0,2,0,2
storybro,,2,tensorflow,0,0,0,0
ohmeow-blurr,,3,tensorflow,0,14,0,14
autoforecast,autoforecast,2,tensorflow,0,0,1,1
DeepSR,,2,tensorflow,0,0,0,0
koncept,,2,tensorflow,0,0,0,0
pyhalcyon,,2,tensorflow,0,0,0,0
xtreme-vision,xtreme_vision,2,tensorflow,0,0,2,2
musicnn,musicnn,2,tensorflow,1,10,19,26
Voicelab,Voicelab,2,tensorflow,0,0,1,1
keyword-synonym-extractor-by-koo,,2,tensorflow,0,0,0,0
imagegengan,imagegengan,3,tensorflow,0,0,1,1
imagegengan,imagegengan,2,tensorflow,0,0,1,1
utranslate,utranslate,2,tensorflow,0,0,0,0
utranslate,utranslate,3,tensorflow,0,0,0,0
grace-qui-face-mask-detection-model,,2,tensorflow,0,0,0,0
lcrl,,2,tensorflow,0,0,0,0
keras-notify,keras-notify,2,tensorflow,0,0,0,0
tensorflow-compression,tensorflow_compression,2,tensorflow,0,0,45,45
gamornet-cpu,,2,tensorflow,0,0,0,0
tensorflow-federated,tensorflow_federated,3,tensorflow,3,0,124,124
tensorflow-federated,tensorflow_federated,2,tensorflow,3,0,124,124
face-detector,,2,tensorflow,0,0,0,0
innateml,innateml,2,tensorflow,0,0,0,0
decaptcha,decaptcha,2,tensorflow,0,5,26,31
lfcnn,lfcnn,2,tensorflow,0,0,1,1
convo-new-version-abdo,,2,tensorflow,0,0,0,0
convo-new-version-abdo,,3,tensorflow,0,0,0,0
TensorFI,TensorFI,2,tensorflow,0,2,7,9
sentiment-analysis,,2,tensorflow,0,0,0,0
tf-tagger,tf_tagger,2,tensorflow,0,0,1,1
tf-tagger,tf_tagger,3,tensorflow,0,0,1,1
nlp-datasets,nlp_datasets,2,tensorflow,0,0,7,7
modelzoo-client,modelzoo,2,tensorflow,0,0,34,34
dlgo,dlgo,2,tensorflow,0,0,191,191
pynorm,,3,tensorflow,0,0,0,0
pynorm,,2,tensorflow,0,0,0,0
pose-classification-kit,,2,tensorflow,0,0,0,0
wjwgym,wjwgym,2,tensorflow,0,0,2,2
caery,,2,tensorflow,0,0,0,0
mogptk,mogptk,3,tensorflow,0,0,2,2
mogptk,mogptk,2,tensorflow,0,0,2,2
SmiToText,SmiToText,2,tensorflow,0,0,3,3
infercode,infercode,2,tensorflow,0,0,0,0
posecamera,posecamera,2,tensorflow,0,4,1,5
senti-c,senti_c,2,tensorflow,0,0,0,0
fintix-modelcurator,,2,tensorflow,0,0,0,0
fintix-modelcurator,,3,tensorflow,0,0,0,0
greyai-sdk,greyai_sdk,2,tensorflow,0,0,0,0
bert4tf,bert4tf,2,tensorflow,0,0,4,4
explain-spike,,3,tensorflow,0,0,0,0
tpu-index,tpu_index,2,tensorflow,0,0,0,0
miping,miping,4,tensorflow,0,0,1,1
czmodel,czmodel,2,tensorflow,0,0,0,0
autodl,autodl,2,tensorflow,0,0,5,5
IBATS-BitMex-Trader,ibats_bitmex_trader,4,tensorflow,0,0,2,2
ADLStream,ADLStream,2,tensorflow,0,0,1,1
ADLStream,ADLStream,3,tensorflow,0,0,1,1
ml-logger,ml_logger,2,tensorflow,4,2,23,25
picsellia-tf2,picsellia_tf2,3,tensorflow,0,0,0,0
picsellia-tf2,picsellia_tf2,2,tensorflow,0,0,0,0
bluesky-cartpole,bluesky_cartpole,2,tensorflow,0,0,1,1
FastDataTime,FastDataTime,2,tensorflow,0,0,0,0
dlprepare,dlprepare,2,tensorflow,0,0,0,0
StockEnable,,2,tensorflow,0,0,0,0
model-development,,2,tensorflow,0,0,0,0
noisytest-xifle,,2,tensorflow,0,0,0,0
grai-One-Vip-profiler,,2,tensorflow,0,0,0,0
kubric-nightly,,2,tensorflow,0,0,0,0
aiotf,aiotf,2,tensorflow,0,0,1,1
perceiver,perceiver,2,tensorflow,0,0,4,4
auto_ml,auto_ml,2,tensorflow,0,0,74,74
pyeem,pyeem,2,tensorflow,0,1,2,3
ddop,,2,tensorflow,0,0,0,0
SEFR-CUT,sefr_cut,2,tensorflow,0,0,2,2
torchlite,torchlite,3,tensorflow,1,3,7,8
torchlite,torchlite,4,tensorflow,1,3,7,8
torchlite,torchlite,2,tensorflow,1,3,7,8
trainable-initial-state-rnn,trainable_initial_state_rnn,2,tensorflow,0,0,1,1
keras-tcn,,2,tensorflow,2,0,0,0
keras-tcn,,3,tensorflow,2,0,0,0
alpacka,alpacka,2,tensorflow,0,0,4,4
shrub,shrub,2,tensorflow,0,0,18,18
keras-fsl,,2,tensorflow,0,0,0,0
zh-rasa,zh_rasa,2,tensorflow,0,0,0,0
zh-rasa,zh_rasa,3,tensorflow,0,0,0,0
picsellia-training,picsellia_training,2,tensorflow,0,0,0,0
latticex,,2,tensorflow,0,0,0,0
tf-siren,tf_siren,2,tensorflow,1,0,5,5
asc,asc,2,tensorflow,0,0,33,33
OutbreakPAD,OutbreakPAD,3,tensorflow,0,0,1,1
OutbreakPAD,OutbreakPAD,2,tensorflow,0,0,1,1
adpred,adpred,2,tensorflow,0,0,1,1
imageatm,imageatm,2,tensorflow,0,0,6,6
imageatm,imageatm,3,tensorflow,0,0,6,6
magenta-gpu,,4,tensorflow,1,0,0,0
magenta-gpu,,2,tensorflow,1,0,0,0
chitra,,3,tensorflow,0,0,0,0
chitra,,2,tensorflow,0,0,0,0
maskrcnn-modanet,maskrcnn_modanet,2,tensorflow,0,1,3,4
talos,talos,2,tensorflow,0,91,394,466
train-unet,train_unet,2,tensorflow,0,0,40,40
seeker,seeker,2,tensorflow,0,0,91,91
rosey-keras,rosey_keras,2,tensorflow,0,0,1,1
rosey-keras,rosey_keras,3,tensorflow,0,0,1,1
cutcut,cutcut,3,tensorflow,0,0,0,0
cutcut,cutcut,2,tensorflow,0,0,0,0
keras-bucket-tensorboard-callback,keras_bucket_tensorboard_callback,3,tensorflow,0,0,1,1
qilimanjaroq-server,qilimanjaroq_server,3,tensorflow,0,0,0,0
trieste,trieste,2,tensorflow,0,0,3,3
trieste,trieste,3,tensorflow,0,0,3,3
pydta-test,,2,tensorflow,0,0,0,0
poros,poros,2,tensorflow,0,1,2,2
poros,poros,3,tensorflow,0,1,2,2
obfuscated-convo-new-version-abdo,,3,tensorflow,0,0,0,0
obfuscated-convo-new-version-abdo,,2,tensorflow,0,0,0,0
yaaf,yaaf,2,tensorflow,0,4,3,6
sk-nlp,sk_nlp,2,tensorflow,0,0,0,0
allRank,allrank,2,tensorflow,0,0,5,5
