package,import_name,layer,framework,down_pkgs,gh_downstream,woc_downstream,comb_downstream
SigProfilerExtractor,SigProfilerExtractor,2,pytorch,1,0,8,8
fdet-offline-mobilenet-weights,fdet_offline_mobilenet_weights,2,pytorch,0,0,0,0
fulmo,,3,pytorch,0,0,0,0
timexseries,,2,pytorch,0,0,0,0
slakh-dataset,,3,pytorch,0,0,0,0
slakh-dataset,,2,pytorch,0,0,0,0
momentumnet,momentumnet,3,pytorch,0,2,2,4
momentumnet,momentumnet,2,pytorch,0,2,2,4
mdsearch,mdsearch,2,pytorch,0,1,2,2
labml-python-autocomplete,python_autocomplete,2,pytorch,0,0,2,2
labml-python-autocomplete,python_autocomplete,3,pytorch,0,0,2,2
scFLash,,3,pytorch,0,0,0,0
segmentation-refinement,segmentation_refinement,2,pytorch,0,2,6,8
segmentation-refinement,segmentation_refinement,3,pytorch,0,2,6,8
closek,closek,2,pytorch,0,0,2,2
checkrs,,2,pytorch,0,0,0,0
AxlNLP,axlnlp,3,pytorch,0,0,1,1
AxlNLP,axlnlp,2,pytorch,0,0,1,1
thudml,,3,pytorch,0,0,0,0
thudml,,2,pytorch,0,0,0,0
pynoob,pynoob,2,pytorch,0,0,1,1
pynoob,pynoob,3,pytorch,0,0,1,1
Auriga,auriga,2,pytorch,0,0,3,3
Auriga,auriga,3,pytorch,0,0,3,3
tntorch,tntorch,2,pytorch,0,3,11,14
argos-trains,,3,pytorch,0,0,0,0
py-sodium,sodium,3,pytorch,0,0,10,10
py-sodium,sodium,2,pytorch,0,0,10,10
convbot-fastapi,,2,pytorch,0,0,0,0
layer-client,layer_client,2,pytorch,1,0,0,0
pyparquetloaders,,2,pytorch,0,0,0,0
flexi-hash-embedding,flexi_hash_embedding,2,pytorch,0,0,1,1
SiriusCXRseg,,4,pytorch,0,0,0,0
haracat,haracat,3,pytorch,0,0,0,0
torchcommon,torchcommon,2,pytorch,0,3,0,3
wavaugment,,2,pytorch,1,0,0,0
wavaugment,,3,pytorch,1,0,0,0
tfkit,tfkit,2,pytorch,1,4,6,7
autostat,autostat,2,pytorch,0,2,2,4
weightwatcher,weightwatcher,2,pytorch,0,0,4,4
classmail,classmail,2,pytorch,0,0,1,1
classmail,classmail,3,pytorch,0,0,1,1
diffq,diffq,2,pytorch,1,19,0,19
openchat,openchat,3,pytorch,0,2,5,7
openchat,openchat,2,pytorch,0,2,5,7
sigproextractor,sigproextractor,2,pytorch,1,0,7,7
ps-eor,,2,pytorch,0,0,0,0
iatorch,iatorch,3,pytorch,0,0,0,0
iatorch,iatorch,2,pytorch,0,0,0,0
cmvc,,2,pytorch,0,0,0,0
bio-embeddings-allennlp,,2,pytorch,0,0,0,0
bio-embeddings-allennlp,,3,pytorch,0,0,0,0
nnutils-pytorch,nnutils_pytorch,2,pytorch,0,0,3,3
multi-task-utils,multi_task_utils,3,pytorch,0,0,3,3
multi-task-utils,multi_task_utils,2,pytorch,0,0,3,3
awesome-align,awesome_align,2,pytorch,0,0,0,0
transformers-keras-dataloader,,2,pytorch,0,0,0,0
hover,hover,3,pytorch,0,7,38,45
hover,hover,2,pytorch,0,7,38,45
deep-animator,deep_animator,2,pytorch,0,0,1,1
deep-animator,deep_animator,3,pytorch,0,0,1,1
princoml,princo_ml,2,pytorch,0,0,1,1
summit,,2,pytorch,0,0,0,0
summit,,3,pytorch,0,0,0,0
dnn,,2,pytorch,0,0,0,0
dnn,,3,pytorch,0,0,0,0
bert-score,bert_score,2,pytorch,7,0,111,111
bert-score,bert_score,3,pytorch,7,0,111,111
alcokit,alcokit,2,pytorch,0,0,1,1
indOCRArmy,indOCRArmy,2,pytorch,0,0,0,0
indOCRArmy,indOCRArmy,3,pytorch,0,0,0,0
cait,cait,2,pytorch,0,0,1,1
cait,cait,3,pytorch,0,0,1,1
kwimage,kwimage,3,pytorch,4,0,7,7
kwimage,kwimage,2,pytorch,4,0,7,7
Face-Detector-shu244,,2,pytorch,0,0,0,0
Face-Detector-shu244,,3,pytorch,0,0,0,0
leibniz,leibniz,3,pytorch,1,5,8,12
leibniz,leibniz,2,pytorch,1,5,8,12
nclustgen,nclustgen,2,pytorch,0,0,0,0
databalancer,databalancer,2,pytorch,0,0,0,0
databalancer,databalancer,3,pytorch,0,0,0,0
pylocron,holocron,3,pytorch,1,4,12,14
pylocron,holocron,2,pytorch,1,4,12,14
kornia,kornia,2,pytorch,34,811,501,1204
enot-autodl,enot,3,pytorch,0,0,4,4
enot-autodl,enot,2,pytorch,0,0,4,4
face-alignment,face_alignment,2,pytorch,2,0,542,542
eagpytorch,eagpytorch,2,pytorch,0,0,0,0
eagpytorch,eagpytorch,3,pytorch,0,0,0,0
zeldarose,zeldarose,2,pytorch,0,0,1,1
zeldarose,zeldarose,3,pytorch,0,0,1,1
factsumm,factsumm,4,pytorch,0,0,0,0
factsumm,factsumm,3,pytorch,0,0,0,0
vsbasicvsrpp,vsbasicvsrpp,2,pytorch,0,0,0,0
vsbasicvsrpp,vsbasicvsrpp,3,pytorch,0,0,0,0
ArabicOcr,ArabicOcr,2,pytorch,0,0,0,0
ArabicOcr,ArabicOcr,3,pytorch,0,0,0,0
vsffdnet,vsffdnet,2,pytorch,0,0,0,0
fastcook,fastcook,3,pytorch,0,0,0,0
pytext-nlp-test,,3,pytorch,0,0,0,0
ebdataset,ebdataset,2,pytorch,0,0,3,3
ebdataset,ebdataset,3,pytorch,0,0,3,3
sparv-freeling,freeling,4,pytorch,0,0,67,67
sknrf-core,sknrf,2,pytorch,0,0,9,9
topicmodels,topicmodels,2,pytorch,0,0,27,27
badai,badai,3,pytorch,0,0,0,0
heareval,heareval,3,pytorch,0,0,0,0
heareval,heareval,2,pytorch,0,0,0,0
ur-lstm-torch,ur_lstm,2,pytorch,0,0,1,1
dqc,dqc,2,pytorch,0,2,4,6
dqc,dqc,3,pytorch,0,2,4,6
misas,misas,3,pytorch,0,0,0,0
mavisim-gpu,mavisim,2,pytorch,0,0,0,0
timepackage02,,2,pytorch,0,0,0,0
nlp-pie,pie,2,pytorch,3,6,135,138
tez,tez,2,pytorch,2,15,63,78
vectograph,vectograph,2,pytorch,0,0,1,1
memtorch,,3,pytorch,0,1,0,1
memtorch,,2,pytorch,0,1,0,1
scattering-compositional-learner,scattering_compositional_learner,2,pytorch,0,0,1,1
monk-gluon-cuda102-test,,2,pytorch,0,0,0,0
lanms-pytorch,,2,pytorch,0,0,0,0
onlinehd,,2,pytorch,0,0,0,0
textdescriptives,textdescriptives,3,pytorch,0,4,1,5
vsdpir,vsdpir,2,pytorch,1,0,0,0
rctorch-private,rctorch-private,3,pytorch,0,0,0,0
rctorch-private,rctorch-private,2,pytorch,0,0,0,0
allennlp-optuna,,3,pytorch,0,0,0,0
model2src,model2src,2,pytorch,0,0,0,0
PyEmotion,PyEmotion,4,pytorch,0,0,1,1
convert-labse-tf-pt,,2,pytorch,0,0,0,0
important-words,,2,pytorch,0,0,0,0
pytorch-datastream,datastream,2,pytorch,2,0,82,82
chop-pytorch,chop,3,pytorch,0,0,32,32
chop-pytorch,chop,2,pytorch,0,0,32,32
zyl-utils,zyl_utils,2,pytorch,0,0,0,0
time-series-predictor,time_series_predictor,3,pytorch,0,0,5,5
time-series-predictor,time_series_predictor,2,pytorch,0,0,5,5
bio-embeddings-tape-proteins,,2,pytorch,0,0,0,0
lingx,lingx,3,pytorch,0,0,0,0
mzcn,mzcn,3,pytorch,0,0,0,0
mzcn,mzcn,2,pytorch,0,0,0,0
torchhandle,torchhandle,2,pytorch,0,0,1,1
pykernsformer,,2,pytorch,0,0,0,0
gym-idsgame,gym_idsgame,3,pytorch,0,0,2,2
gym-idsgame,gym_idsgame,2,pytorch,0,0,2,2
autoconvo,autoconvo,2,pytorch,0,0,0,0
trial-pkg-mb-1,,2,pytorch,0,0,0,0
torchsar,,2,pytorch,0,0,0,0
nerblackbox,nerblackbox,3,pytorch,0,0,1,1
ctnet,ctnet,3,pytorch,0,1,0,1
ctnet,ctnet,2,pytorch,0,1,0,1
rosetta-stone,,3,pytorch,0,0,0,0
pytorch-convo,,2,pytorch,0,0,0,0
BoltRP,boltrp,3,pytorch,0,0,0,0
BoltRP,boltrp,2,pytorch,0,0,0,0
TorchWindow,,2,pytorch,0,0,0,0
brainome-mac-python3.7,,2,pytorch,0,0,0,0
data-stack,,3,pytorch,0,0,0,0
data-stack,,2,pytorch,0,0,0,0
torch-reproducible-block,reproducible_block,2,pytorch,0,0,0,0
nn-torch,nn_torch,3,pytorch,0,0,4,4
nn-torch,nn_torch,2,pytorch,0,0,4,4
flair,flair,3,pytorch,28,879,1056,1655
flair,flair,2,pytorch,28,879,1056,1655
torch-factorization-models,,3,pytorch,0,0,0,0
torch-factorization-models,,2,pytorch,0,0,0,0
furry,,2,pytorch,0,0,0,0
pdf2emb-nlp,pdf2emb_nlp,3,pytorch,0,0,1,1
beth,,2,pytorch,0,0,0,0
ibl-pipeline,ibl_pipeline,3,pytorch,0,0,12,12
yolort,yolort,3,pytorch,0,1,3,4
NLIMED,NLIMED,3,pytorch,0,0,1,1
gs-divergence,gs_divergence,2,pytorch,0,0,0,0
einindex,einindex,2,pytorch,0,0,1,1
xtorch,easytorch,2,pytorch,0,0,6,6
graph4nlp-cu110,,2,pytorch,0,0,0,0
graph4nlp-cu110,,3,pytorch,0,0,0,0
cplxmodule,cplxmodule,2,pytorch,0,2,4,6
traintool,traintool,2,pytorch,0,0,2,2
traintool,traintool,3,pytorch,0,0,2,2
airontools,airontools,2,pytorch,0,1,0,1
ersatz,ersatz,2,pytorch,0,1,7,8
pyDSlib,pyDSlib,2,pytorch,0,0,1,1
deepmem,deepmem,3,pytorch,0,0,0,0
ml4ht,ml4ht,2,pytorch,0,0,1,1
pixyz,pixyz,3,pytorch,0,5,18,20
pixyz,pixyz,2,pytorch,0,5,18,20
ml-commons,ml_commons,3,pytorch,0,0,2,2
ml-commons,ml_commons,2,pytorch,0,0,2,2
thexp,thexp,2,pytorch,0,0,3,3
allencv,allencv,3,pytorch,0,0,2,2
allencv,allencv,2,pytorch,0,0,2,2
torchfunction,torchfunction,2,pytorch,0,0,0,0
Orange3-Text-zh,,3,pytorch,0,0,0,0
torcherry,torcherry,2,pytorch,0,0,3,3
harzvatool,harzvatool,2,pytorch,0,0,1,1
ptdt,,2,pytorch,0,0,0,0
iunets,iunets,3,pytorch,0,0,1,1
bootstrap.pytorch,,2,pytorch,2,0,0,0
sadice,,2,pytorch,0,0,0,0
fdet-offline-mtcnn-weights,fdet_offline_mtcnn_weights,2,pytorch,1,0,1,1
routing-transformer,routing_transformer,2,pytorch,0,0,4,4
routing-transformer,routing_transformer,3,pytorch,0,0,4,4
kaht,kaht,2,pytorch,0,0,0,0
spacy-transformers,spacy_transformers,2,pytorch,5,0,24,24
torchlayers,torchlayers,2,pytorch,0,0,7,7
youtube-discussion-tree-api,youtube_discussion_tree_api,2,pytorch,0,0,0,0
youtube-discussion-tree-api,youtube_discussion_tree_api,3,pytorch,0,0,0,0
maruti,maruti,3,pytorch,0,0,5,5
maruti,maruti,4,pytorch,0,0,5,5
bert4pytorch,bert4pytorch,2,pytorch,0,0,0,0
torch-specinv,torch_specinv,2,pytorch,0,0,1,1
Lunas,lunas,2,pytorch,0,1,4,4
onnx2pytorch,onnx2pytorch,3,pytorch,0,9,3,12
onnx2pytorch,onnx2pytorch,2,pytorch,0,9,3,12
nnrl,,2,pytorch,1,0,0,0
suparkanbun,suparkanbun,3,pytorch,0,0,0,0
graph-transformer-pytorch,graph_transformer_pytorch,2,pytorch,1,1,0,1
graph-transformer-pytorch,graph_transformer_pytorch,3,pytorch,1,1,0,1
JustCause,justcause,3,pytorch,0,0,1,1
fastpapers,fastpapers,3,pytorch,0,0,1,1
bonltk,bonltk,3,pytorch,0,0,1,1
verlpy,verlpy,3,pytorch,0,0,0,0
spectra-torch,spectra_torch,3,pytorch,0,0,1,1
spectra-torch,spectra_torch,2,pytorch,0,0,1,1
sdv,sdv,2,pytorch,2,38,41,74
sdv,sdv,3,pytorch,2,38,41,74
borisml,boris,3,pytorch,0,0,18,18
borisml,boris,2,pytorch,0,0,18,18
borisml,boris,4,pytorch,0,0,18,18
granular-moonshot,,2,pytorch,0,0,0,0
zcls,zcls,2,pytorch,0,10,1,11
zcls,zcls,3,pytorch,0,10,1,11
monk-gluon-cuda92-test,,2,pytorch,0,0,0,0
geometric2dr,geometric2dr,2,pytorch,0,1,1,2
geometric2dr,geometric2dr,3,pytorch,0,1,1,2
awave,awave,2,pytorch,0,0,0,0
mvtec,,2,pytorch,0,0,0,0
EvoInjection,,2,pytorch,0,0,0,0
EvoInjection,,3,pytorch,0,0,0,0
GraphFloris,GraphFloris,2,pytorch,0,0,1,1
boudams,boudams,2,pytorch,0,1,1,2
neural-homomorphic-vocoder,nhv,3,pytorch,0,0,0,0
neural-homomorphic-vocoder,nhv,2,pytorch,0,0,0,0
torchvtk,torchvtk,2,pytorch,0,0,3,3
torchvtk,torchvtk,3,pytorch,0,0,3,3
pytorchDL,pytorchDL,3,pytorch,0,0,1,1
pytorchDL,pytorchDL,2,pytorch,0,0,1,1
tensorboard-reducer,tensorboard_reducer,2,pytorch,0,0,0,0
CellDetection,celldetection,2,pytorch,0,0,1,1
CellDetection,celldetection,3,pytorch,0,0,1,1
spikingflow,,3,pytorch,0,0,0,0
spikingflow,,2,pytorch,0,0,0,0
sam-pytorch,sam,2,pytorch,0,1,154,155
GRR-profiler,,2,pytorch,0,0,0,0
GRR-profiler,,3,pytorch,0,0,0,0
internet,,3,pytorch,1,0,0,0
machine-learning-datasets,,4,pytorch,0,0,0,0
troj,,2,pytorch,0,0,0,0
troj,,3,pytorch,0,0,0,0
laserembeddings,,2,pytorch,1,0,0,0
pitchscapes,pitchscapes,2,pytorch,0,1,2,3
mia,mia,2,pytorch,0,0,39,39
avaxtar,avaxtar,2,pytorch,0,0,0,0
avaxtar,avaxtar,3,pytorch,0,0,0,0
torchprofile,torchprofile,3,pytorch,0,14,20,31
torchprofile,torchprofile,2,pytorch,0,14,20,31
mammut-py,,2,pytorch,0,0,0,0
memformer,memformer,2,pytorch,0,0,1,1
vikingzero,,3,pytorch,0,0,0,0
vikingzero,,2,pytorch,0,0,0,0
objifier,objifier,3,pytorch,0,0,1,1
objifier,objifier,2,pytorch,0,0,1,1
stamp-processing,stamp_processing,2,pytorch,0,0,0,0
stamp-processing,stamp_processing,3,pytorch,0,0,0,0
mlops-sdk,,3,pytorch,0,0,0,0
mlops-sdk,,2,pytorch,0,0,0,0
pytorch-lightning-template,pytorch_lightning_template,3,pytorch,0,0,0,0
pytorch-lightning-template,pytorch_lightning_template,2,pytorch,0,0,0,0
deeprobust,deeprobust,3,pytorch,0,17,17,34
deeprobust,deeprobust,2,pytorch,0,17,17,34
chonker,chonker,2,pytorch,0,1,1,2
DeepSpectrum,deepspectrum,3,pytorch,0,0,1,1
DeepSpectrum,deepspectrum,2,pytorch,0,0,1,1
dnns,dnns,2,pytorch,0,0,7,7
qporcupine,qporcupine,3,pytorch,0,0,1,1
biokeen,biokeen,3,pytorch,0,0,2,2
automlkiller,automlkiller,2,pytorch,0,0,0,0
automlkiller,automlkiller,3,pytorch,0,0,0,0
tensor-type,tensor_type,2,pytorch,1,0,0,0
scvi,scvi,2,pytorch,3,19,85,99
m3m,,2,pytorch,0,0,0,0
experiment-utils,experiment_utils,3,pytorch,0,0,113,113
experiment-utils,experiment_utils,2,pytorch,0,0,113,113
qnq,qnq,2,pytorch,0,0,0,0
ai-arena-21,,3,pytorch,0,0,0,0
ai-arena-21,,2,pytorch,0,0,0,0
shift-ocr,,2,pytorch,0,0,0,0
shift-ocr,,3,pytorch,0,0,0,0
gorilla-core,gorilla,3,pytorch,0,0,66,66
gorilla-core,gorilla,2,pytorch,0,0,66,66
disformers,DisFormers,2,pytorch,0,0,0,0
disformers,DisFormers,3,pytorch,0,0,0,0
pangeamt-tea,pangeamt_tea,5,pytorch,0,0,0,0
pangeamt-tea,pangeamt_tea,4,pytorch,0,0,0,0
pangeamt-tea,pangeamt_tea,3,pytorch,0,0,0,0
beta-rec,beta_rec,2,pytorch,0,0,2,2
kwarray,kwarray,2,pytorch,5,0,5,5
gym-guesswho,gym-guesswho,2,pytorch,0,0,0,0
ezyrb,ezyrb,2,pytorch,0,0,3,3
torch-pixel-classifier,,3,pytorch,0,0,0,0
torch-pixel-classifier,,4,pytorch,0,0,0,0
torch-pixel-classifier,,2,pytorch,0,0,0,0
vissl,vissl,3,pytorch,0,5,0,5
textalytics-oss-adapters,,3,pytorch,0,0,0,0
hypertag,,3,pytorch,0,0,0,0
twittersentiment,twittersentiment,2,pytorch,0,0,8,8
twittersentiment,twittersentiment,3,pytorch,0,0,8,8
proloaf,proloaf,2,pytorch,0,0,0,0
gradslam,gradslam,3,pytorch,0,0,2,2
gradslam,gradslam,2,pytorch,0,0,2,2
adeptRL,adept,3,pytorch,0,2,11,11
adeptRL,adept,2,pytorch,0,2,11,11
fitbert,fitbert,3,pytorch,0,9,11,15
fitbert,fitbert,2,pytorch,0,9,11,15
deform-conv2d-onnx-exporter,,2,pytorch,0,0,0,0
deform-conv2d-onnx-exporter,,3,pytorch,0,0,0,0
lungs-segmentation,lungs_segmentation,3,pytorch,0,0,2,2
lungs-segmentation,lungs_segmentation,2,pytorch,0,0,2,2
pdf-struct,pdf_struct,2,pytorch,0,0,0,0
optimum-graphcore,,3,pytorch,0,0,0,0
flambe,flambe,2,pytorch,1,0,6,6
flambe,flambe,3,pytorch,1,0,6,6
genn,genn,3,pytorch,0,0,6,6
genn,genn,2,pytorch,0,0,6,6
layoutparser,layoutparser,2,pytorch,1,39,6,43
layoutparser,layoutparser,3,pytorch,1,39,6,43
nlp-basictask,,2,pytorch,0,0,0,0
graph4nlp-cu101,,3,pytorch,0,0,0,0
graph4nlp-cu101,,2,pytorch,0,0,0,0
photosynthesis-metrics,photosynthesis_metrics,2,pytorch,0,32,1,33
photosynthesis-metrics,photosynthesis_metrics,3,pytorch,0,32,1,33
attacut,attacut,2,pytorch,2,29,17,43
neural-dream,neural_dream,3,pytorch,0,0,1,1
neural-dream,neural_dream,2,pytorch,0,0,1,1
monk-cpu,monk,2,pytorch,0,0,51,51
monk-cpu,monk,3,pytorch,0,0,51,51
dingedicustom-translate,,4,pytorch,0,0,0,0
SpeechBrain,,3,pytorch,0,0,0,0
SpeechBrain,,2,pytorch,0,0,0,0
ThetaSynthesis,ThetaSynthesis,3,pytorch,0,0,1,1
ThetaSynthesis,ThetaSynthesis,2,pytorch,0,0,1,1
torchsde,torchsde,2,pytorch,2,10,3,12
monk-gluon-cuda101,,2,pytorch,0,0,0,0
torch-scope,torch_scope,2,pytorch,0,5,10,12
esntorch,esntorch,2,pytorch,0,0,0,0
dscript,dscript,2,pytorch,0,0,4,4
craft-text-detection,craft,3,pytorch,0,0,207,207
craft-text-detection,craft,2,pytorch,0,0,207,207
mcqa-utils,mcqa_utils,3,pytorch,0,0,3,3
delira-cycle-gan,cycle_gan,2,pytorch,0,0,48,48
resector,resector,3,pytorch,0,0,3,3
torchaudio,torchaudio,2,pytorch,76,6934,1416,8065
tkitbilstm,tkitbilstm,3,pytorch,2,3,0,3
borch,borch,2,pytorch,0,0,0,0
gga-csm,gga,2,pytorch,0,0,2,2
dl-models,dl_models,3,pytorch,0,0,39,39
pytorch-transformers,pytorch_transformers,2,pytorch,33,0,1541,1541
involution-pytorch,involution_pytorch,2,pytorch,0,0,0,0
EasyTTS,EasyTTS,2,pytorch,0,0,0,0
EasyTTS,EasyTTS,3,pytorch,0,0,0,0
reagent,reagent,2,pytorch,0,0,11,11
random-fourier-features-pytorch,rff,3,pytorch,0,1,12,13
random-fourier-features-pytorch,rff,2,pytorch,0,1,12,13
stabilizer,stabilizer,2,pytorch,0,0,71,71
iatransfer,iatransfer,3,pytorch,0,0,1,1
iatransfer,iatransfer,2,pytorch,0,0,1,1
deepstruct,,2,pytorch,0,0,0,0
torchdataset,,2,pytorch,0,0,0,0
monk-gluon-cuda90,,2,pytorch,0,0,0,0
brainome,,2,pytorch,0,0,0,0
parseridge,,3,pytorch,0,0,0,0
parseridge,,2,pytorch,0,0,0,0
audacitorch,audacitorch,2,pytorch,0,0,0,0
adafdr,adafdr,2,pytorch,0,1,3,3
fseval,fseval,3,pytorch,0,0,1,1
fairensics,fairensics,4,pytorch,0,0,0,0
torch-text-classifier,torch_text_classifier,2,pytorch,0,0,1,1
BeatNet,BeatNet,2,pytorch,1,1,0,1
torchfurnace,torchfurnace,2,pytorch,0,0,1,1
torchfurnace,torchfurnace,3,pytorch,0,0,1,1
cf-step,cf_step,2,pytorch,0,0,0,0
iranlowo,iranlowo,2,pytorch,0,2,4,5
scale-atac,,2,pytorch,0,0,0,0
prdnn,prdnn,2,pytorch,0,0,0,0
prdnn,prdnn,3,pytorch,0,0,0,0
diagNNose,diagnnose,2,pytorch,0,0,7,7
diagNNose,diagnnose,3,pytorch,0,0,7,7
dnn-cool,dnn_cool,3,pytorch,0,0,1,1
dnn-cool,dnn_cool,2,pytorch,0,0,1,1
h5record,h5record,2,pytorch,0,0,0,0
sctdl,,2,pytorch,0,0,0,0
nlp2go,nlp2go,3,pytorch,0,3,2,4
meditorch,,2,pytorch,0,0,0,0
optimizer-ratings,optimizer-ratings,5,pytorch,0,0,0,0
vs-debandshit,debandshit,5,pytorch,0,1,1,2
dolphins-recognition-challenge,dolphins_recognition_challenge,2,pytorch,0,0,1,1
dolphins-recognition-challenge,dolphins_recognition_challenge,3,pytorch,0,0,1,1
kglab,kglab,2,pytorch,0,7,0,7
torch-lucent,lucent,2,pytorch,2,10,14,20
torch-lucent,lucent,3,pytorch,2,10,14,20
tonks,tonks,2,pytorch,0,0,1,1
tonks,tonks,3,pytorch,0,0,1,1
bijou,bijou,2,pytorch,0,0,2,2
mlm-task-for-contextual-embedding,,2,pytorch,0,0,0,0
datasouls-antispoof,datasouls_antispoof,2,pytorch,0,0,1,1
datasouls-antispoof,datasouls_antispoof,3,pytorch,0,0,1,1
torch-snippets,torch_snippets,2,pytorch,0,0,7,7
iqradre,iqradre,2,pytorch,0,0,1,1
iqradre,iqradre,3,pytorch,0,0,1,1
pyvidcompress,,2,pytorch,0,0,0,0
nads,nads,2,pytorch,0,0,1,1
nads,nads,3,pytorch,0,0,1,1
bio-image-unet,,2,pytorch,0,0,0,0
graph4nlp-cu92,,3,pytorch,0,0,0,0
graph4nlp-cu92,,2,pytorch,0,0,0,0
qary,,2,pytorch,0,0,0,0
qary,,3,pytorch,0,0,0,0
fastai-splunk,fastai_splunk,3,pytorch,0,0,1,1
supar,supar,3,pytorch,4,10,13,22
supar,supar,2,pytorch,4,10,13,22
hi-ml,health_ml,2,pytorch,0,0,0,0
hi-ml,health_ml,3,pytorch,0,0,0,0
ida-lib,ida_lib,2,pytorch,0,0,2,2
ida-lib,ida_lib,3,pytorch,0,0,2,2
torch-simplify,,2,pytorch,0,1,0,1
torch-simplify,,3,pytorch,0,1,0,1
SpaGCN,SpaGCN,2,pytorch,0,0,0,0
solaris,solaris,3,pytorch,0,26,88,111
solaris,solaris,2,pytorch,0,26,88,111
leanai,leanai,3,pytorch,0,0,0,0
leanai,leanai,2,pytorch,0,0,0,0
bertmoticon,bertmoticon,2,pytorch,0,0,1,1
n3,n3,2,pytorch,0,3,12,15
n3,n3,3,pytorch,0,3,12,15
pytorch-quik,pytorch_quik,3,pytorch,0,0,0,0
pytorch-quik,pytorch_quik,2,pytorch,0,0,0,0
menovideo,menovideo,3,pytorch,0,0,0,0
menovideo,menovideo,2,pytorch,0,0,0,0
speech-interface,speech_interface,2,pytorch,0,0,1,1
torchsplit,torchsplit,3,pytorch,0,0,0,0
torchsplit,torchsplit,2,pytorch,0,0,0,0
pyforce-rl,pyforce,2,pytorch,0,0,12,12
dalib,dalib,3,pytorch,0,5,7,12
dalib,dalib,2,pytorch,0,5,7,12
mmfunctions,mmfunctions,3,pytorch,0,0,4,4
mmfunctions,mmfunctions,2,pytorch,0,0,4,4
rational-activations,rational,2,pytorch,0,3,187,189
aoa-pytorch,aoa_pytorch,2,pytorch,0,0,1,1
pyloss,,2,pytorch,0,0,0,0
microsoftvision,microsoftvision,2,pytorch,0,0,0,0
ai-projects,,2,pytorch,0,0,0,0
schnetpack,schnetpack,2,pytorch,3,22,54,66
monk-gluon-cpu,,2,pytorch,0,0,0,0
webpredict,,3,pytorch,0,0,0,0
TextVectorizer,TextVectorizer,3,pytorch,0,0,1,1
ptwt,ptwt,2,pytorch,0,0,1,1
split-datalawyer,split_datalawyer,3,pytorch,1,0,0,0
spacy-stanza,spacy_stanza,3,pytorch,0,0,30,30
mmpose,mmpose,3,pytorch,1,12,6,18
auto-query-cluster,auto_query_cluster,3,pytorch,0,0,0,0
TrenchRipper,trenchripper,2,pytorch,0,0,1,1
TrenchRipper,trenchripper,3,pytorch,0,0,1,1
stribor,stribor,2,pytorch,0,0,0,0
stribor,stribor,3,pytorch,0,0,0,0
lhvqt,lhvqt,2,pytorch,0,1,1,2
hydra-ax-sweeper,hydra_plugins,4,pytorch,0,5,7,12
hydra-ax-sweeper,hydra_plugins,2,pytorch,0,5,7,12
neural-semigroups,,2,pytorch,0,0,0,0
neural-semigroups,,3,pytorch,0,0,0,0
lantsa,,2,pytorch,0,0,0,0
aihwkit,aihwkit,2,pytorch,0,0,1,1
aihwkit,aihwkit,3,pytorch,0,0,1,1
torchstat,torchstat,2,pytorch,1,89,121,199
CrypticPhenoImpute,CrypticPhenoImpute,3,pytorch,0,0,0,0
openml-pytorch,openml_pytorch,2,pytorch,0,0,0,0
tensorcom,tensorcom,2,pytorch,1,0,2,2
tensorcom,tensorcom,3,pytorch,1,0,2,2
npVCC2016,npVCC2016,3,pytorch,0,0,0,0
npVCC2016,npVCC2016,2,pytorch,0,0,0,0
ingradient-library,,2,pytorch,0,0,0,0
composed-trackers,composed_trackers,3,pytorch,0,0,1,1
composed-trackers,composed_trackers,2,pytorch,0,0,1,1
ohmeow-blurr,,3,pytorch,0,14,0,14
ohmeow-blurr,,2,pytorch,0,14,0,14
torchmetrics,torchmetrics,2,pytorch,49,1597,2,1598
pytezz,pytezz,2,pytorch,0,0,0,0
Deep-Benchmark,,2,pytorch,0,0,0,0
Deep-Benchmark,,3,pytorch,0,0,0,0
autoforecast,autoforecast,2,pytorch,0,0,1,1
trvaep,,3,pytorch,0,0,0,0
trvaep,,2,pytorch,0,0,0,0
mr,mr,2,pytorch,0,0,168,168
nalcos,nalcos,2,pytorch,0,0,0,0
soccer-summarizator,soccer_summarizator,2,pytorch,0,0,0,0
soccer-summarizator,soccer_summarizator,3,pytorch,0,0,0,0
torch-tagger,torch_tagger,2,pytorch,0,0,2,2
pie-extended,pie_extended,3,pytorch,1,0,5,5
allenpoly,allenpoly,3,pytorch,0,0,1,1
flexneuart,flexneuart,3,pytorch,0,0,0,0
flexneuart,flexneuart,2,pytorch,0,0,0,0
stanza-batch,stanza_batch,3,pytorch,0,0,1,1
Deep-Spheroid,,2,pytorch,0,0,0,0
Deep-Spheroid,,3,pytorch,0,0,0,0
trojanzoo,trojanzoo,2,pytorch,0,0,2,2
trojanzoo,trojanzoo,3,pytorch,0,0,2,2
tmh,tmh,3,pytorch,0,0,1,1
tmh,tmh,2,pytorch,0,0,1,1
programl,programl,2,pytorch,0,1,1,2
torchblocks-chen,torchblocks,2,pytorch,0,0,2,2
DeepMatter,DeepMatter,2,pytorch,0,0,0,0
mrl-lib,,2,pytorch,0,0,0,0
furiosa-sdk-model-validator,furiosa_sdk_model_validator,3,pytorch,0,0,0,0
greynirseq,,3,pytorch,0,0,0,0
modelzoo-client,modelzoo,2,pytorch,0,0,34,34
wjwgym,wjwgym,2,pytorch,0,0,2,2
